time,open,high,low,close,Volume,CVD (Open),CVD (High,CVD (Low),CVD (Close)
2026-05-06T21:00:00+03:00,81401.60,81520.90,81213.20,81300.00,3202.6170,0.00,0.00,-173.09,-173.09
2026-05-06T22:00:00+03:00,81300.00,81470.40,81137.80,81416.50,2722.7560,-173.09,-167.52,-173.09,-167.52
2026-05-06T23:00:00+03:00,81416.50,81655.00,81251.70,81378.50,3420.3810,-167.52,-167.52,-308.84,-308.84
2026-05-07T00:00:00+03:00,81378.60,81579.00,81250.00,81494.60,1471.5160,-308.84,-160.43,-308.84,-160.43
2026-05-07T01:00:00+03:00,81494.70,81502.70,81192.30,81295.80,1996.0330,-160.43,-135.19,-160.43,-135.19
2026-05-07T02:00:00+03:00,81295.80,81404.00,80929.80,81390.10,4317.1010,-135.19,-135.19,-706.22,-706.22
2026-05-07T03:00:00+03:00,81390.00,81450.50,80925.60,80966.90,4684.8300,-706.22,-706.22,-1052.20,-1052.20
2026-05-07T04:00:00+03:00,80967.00,81245.90,80767.10,81121.20,6285.6600,-1052.20,-924.57,-1052.20,-924.57
2026-05-07T05:00:00+03:00,81121.20,81134.10,80836.00,81076.80,4769.9250,-924.57,-903.00,-924.57,-903.00
2026-05-07T06:00:00+03:00,81076.70,81076.70,80780.00,80797.30,2629.3830,-903.00,-903.00,-1290.69,-1290.69
2026-05-07T07:00:00+03:00,80797.40,80961.80,80675.80,80939.90,4053.2900,-1290.69,-898.34,-1290.69,-898.34
2026-05-07T08:00:00+03:00,80939.90,81145.70,80930.00,81047.40,2984.0820,-898.34,-638.80,-898.34,-638.80
2026-05-07T09:00:00+03:00,81047.40,81400.00,80842.40,81395.30,5453.3130,-638.80,117.44,-638.80,117.44
2026-05-07T10:00:00+03:00,81395.30,81680.60,81350.00,81480.10,7065.9610,117.44,117.44,-108.20,-108.20
2026-05-07T11:00:00+03:00,81480.00,81564.60,81161.60,81195.90,4516.1810,-108.20,-108.20,-826.68,-826.68
2026-05-07T12:00:00+03:00,81196.00,81196.00,80803.00,80888.90,5990.8310,-826.68,-826.68,-1774.20,-1774.20
2026-05-07T13:00:00+03:00,80888.80,80970.70,80521.80,80800.00,6040.8330,-1774.20,-1774.20,-2204.06,-2204.06
2026-05-07T14:00:00+03:00,80800.10,81028.70,80738.00,80827.90,3470.7220,-2204.06,-1980.87,-2204.06,-1980.87
2026-05-07T15:00:00+03:00,80827.90,81158.70,80800.00,81118.50,3425.9960,-1980.87,-1536.30,-1980.87,-1536.30
2026-05-07T16:00:00+03:00,81118.40,81123.90,80187.90,80457.50,11703.8030,-1536.30,-1536.30,-3302.28,-3302.28
2026-05-07T17:00:00+03:00,80457.60,80656.20,80000.10,80130.10,12818.5320,-3302.28,-3302.28,-3833.07,-3833.07
2026-05-07T18:00:00+03:00,80130.20,80242.30,79605.00,79861.60,13029.1250,-3833.07,-3833.07,-4496.72,-4496.72
2026-05-07T19:00:00+03:00,79861.50,79991.70,79667.40,79763.30,6606.2460,-4496.72,-4225.06,-4496.72,-4225.06
2026-05-07T20:00:00+03:00,79763.30,80094.70,79461.50,80053.30,7873.5080,-4225.06,-4225.06,-4279.09,-4279.09
2026-05-07T21:00:00+03:00,80053.30,80235.00,79952.70,80160.10,5178.8660,-4279.09,-4279.09,-4559.72,-4559.72
2026-05-07T22:00:00+03:00,80160.10,80175.60,79885.90,80103.10,3311.4160,-4559.72,-4559.72,-4559.88,-4559.88
2026-05-07T23:00:00+03:00,80103.10,80331.60,79809.30,79838.20,3633.5500,-4559.88,-4559.88,-4760.14,-4760.14
2026-05-08T00:00:00+03:00,79838.30,79888.00,79576.30,79683.70,3777.4710,-4760.14,-4760.14,-5469.93,-5469.93
2026-05-08T01:00:00+03:00,79683.70,79946.30,79531.10,79872.10,3732.5480,-5469.93,-5424.19,-5469.93,-5424.19
2026-05-08T02:00:00+03:00,79872.10,80026.40,79820.00,79969.40,1691.5800,-5424.19,-5335.38,-5424.19,-5335.38
2026-05-08T03:00:00+03:00,79969.50,80106.30,79671.00,79796.10,3436.3840,-5335.38,-5335.38,-5917.63,-5917.63
2026-05-08T04:00:00+03:00,79796.20,79871.00,79566.00,79699.90,2388.1010,-5917.63,-5683.75,-5917.63,-5683.75
2026-05-08T05:00:00+03:00,79700.00,79715.20,79288.00,79449.70,6526.9800,-5683.75,-5683.75,-6107.52,-6107.52
2026-05-08T06:00:00+03:00,79449.70,79634.60,79137.40,79540.00,5128.0740,-6107.52,-5977.28,-6107.52,-5977.28
2026-05-08T07:00:00+03:00,79539.90,79723.30,79506.40,79619.00,2337.2910,-5977.28,-5862.19,-5977.28,-5862.19
2026-05-08T08:00:00+03:00,79618.90,79743.80,79557.00,79560.20,1893.8040,-5862.19,-5862.19,-5942.66,-5942.66
2026-05-08T09:00:00+03:00,79560.20,79616.00,79370.00,79484.10,2652.3840,-5942.66,-5888.33,-5942.66,-5888.33
2026-05-08T10:00:00+03:00,79484.10,79690.00,79208.00,79635.00,5630.9740,-5888.33,-5288.26,-5888.33,-5288.26
2026-05-08T11:00:00+03:00,79635.00,79951.50,79626.00,79849.30,4927.2680,-5288.26,-4474.99,-5288.26,-4474.99
2026-05-08T12:00:00+03:00,79849.20,80044.60,79743.30,79826.30,4308.9260,-4474.99,-4474.99,-4648.20,-4648.20
2026-05-08T13:00:00+03:00,79826.20,80252.90,79729.50,80162.30,5670.1340,-4648.20,-4003.74,-4648.20,-4003.74
2026-05-08T14:00:00+03:00,80162.30,80287.00,80080.30,80181.90,4339.4450,-4003.74,-4003.74,-4065.66,-4065.66
2026-05-08T15:00:00+03:00,80181.80,80478.00,79922.00,79987.60,6909.3170,-4065.66,-4065.66,-4130.29,-4130.29
2026-05-08T16:00:00+03:00,79987.70,80053.90,79507.60,79612.40,10296.9640,-4130.29,-4130.29,-4960.64,-4960.64
2026-05-08T17:00:00+03:00,79612.30,80424.40,79612.30,80114.40,10748.7640,-4960.64,-4869.98,-4960.64,-4869.98
2026-05-08T18:00:00+03:00,80114.30,80173.20,79585.00,80119.10,7570.8670,-4869.98,-4473.69,-4869.98,-4473.69
2026-05-08T19:00:00+03:00,80119.10,80164.60,79706.00,79768.70,4154.5680,-4473.69,-4473.69,-4785.38,-4785.38
2026-05-08T20:00:00+03:00,79768.70,80230.00,79692.40,80030.50,5374.9580,-4785.38,-3896.70,-4785.38,-3896.70
2026-05-08T21:00:00+03:00,80030.40,80266.60,80024.10,80044.40,3460.6210,-3896.70,-3896.70,-4005.22,-4005.22
2026-05-08T22:00:00+03:00,80044.40,80152.10,79903.80,80147.70,2214.6930,-4005.22,-4005.22,-4041.92,-4041.92
2026-05-08T23:00:00+03:00,80147.90,80260.90,80044.70,80104.00,1607.5860,-4041.92,-4041.92,-4193.05,-4193.05
2026-05-09T00:00:00+03:00,80104.00,80225.00,80072.90,80222.10,1014.5310,-4193.05,-4090.25,-4193.05,-4090.25
2026-05-09T01:00:00+03:00,80222.20,80376.00,80187.40,80234.10,2472.1080,-4090.25,-3832.90,-4090.25,-3832.90
2026-05-09T02:00:00+03:00,80234.20,80254.50,80063.80,80155.20,1698.1710,-3832.90,-3832.90,-3972.13,-3972.13
2026-05-09T03:00:00+03:00,80155.20,80200.00,80080.00,80193.30,1134.2980,-3972.13,-3820.44,-3972.13,-3820.44
2026-05-09T04:00:00+03:00,80193.30,80405.00,80177.40,80280.00,2050.6700,-3820.44,-3659.16,-3820.44,-3659.16
