time,open,high,low,close,Volume,CVD (Open),CVD (High,CVD (Low),CVD (Close)
2025-07-03T03:00:00+03:00,108800.00,109516.30,108480.60,109235.00,29664.2820,0.00,1177.96,0.00,1177.96
2025-07-03T11:00:00+03:00,109234.90,110484.00,108706.00,109089.80,86470.1050,1177.96,3345.54,1177.96,3345.54
2025-07-03T19:00:00+03:00,109089.90,109963.10,108966.00,109545.20,25353.6100,3345.54,4967.78,3345.54,4967.78
2025-07-04T03:00:00+03:00,109545.10,109732.30,108661.00,108661.00,26125.0610,4967.78,4967.78,3224.42,3224.42
2025-07-04T11:00:00+03:00,108661.10,109071.10,107436.00,107534.70,65618.0970,3224.42,3224.42,390.45,390.45
2025-07-04T19:00:00+03:00,107534.60,108229.00,107200.00,107935.40,40562.6890,390.45,1161.33,390.45,1161.33
2025-07-05T03:00:00+03:00,107935.30,108368.10,107688.30,108000.90,15489.1010,1161.33,1252.06,1161.33,1252.06
2025-07-05T11:00:00+03:00,108000.80,108194.40,107828.10,108012.70,10982.1150,1252.06,1347.30,1252.06,1347.30
2025-07-05T19:00:00+03:00,108012.60,108183.80,107809.20,108153.40,10189.7320,1347.30,1424.44,1347.30,1424.44
2025-07-06T03:00:00+03:00,108153.40,108211.00,107901.00,107991.30,8296.4490,1424.44,1428.52,1424.44,1428.52
2025-07-06T11:00:00+03:00,107991.40,109079.10,107743.40,108856.80,33166.6820,1428.52,3115.29,1428.52,3115.29
2025-07-06T19:00:00+03:00,108856.80,109684.70,108209.60,109145.80,30925.4720,3115.29,3249.89,3115.29,3249.89
2025-07-07T03:00:00+03:00,109145.80,109667.30,108611.00,109016.30,27147.1160,3249.89,3249.89,3156.13,3156.13
2025-07-07T11:00:00+03:00,109016.30,109041.20,107903.20,108249.00,42366.9000,3156.13,3156.13,1695.39,1695.39
2025-07-07T19:00:00+03:00,108248.90,108460.80,107456.00,108203.90,36883.5620,1695.39,1695.39,1130.40,1130.40
2025-07-08T03:00:00+03:00,108203.90,108475.00,107400.00,108440.70,28173.9410,1130.40,2181.99,1130.40,2181.99
2025-07-08T11:00:00+03:00,108440.70,109180.00,108151.00,108217.00,40087.7250,2181.99,2181.99,607.98,607.98
2025-07-08T19:00:00+03:00,108217.00,109115.40,108041.00,108873.10,26894.3610,607.98,870.53,607.98,870.53
2025-07-09T03:00:00+03:00,108873.20,109107.40,108273.50,108674.80,21600.4540,870.53,870.53,566.25,566.25
2025-07-09T11:00:00+03:00,108674.70,109738.50,108429.00,109020.00,53776.0730,566.25,2114.44,566.25,2114.44
2025-07-09T19:00:00+03:00,109019.90,112036.80,108975.90,111199.90,92458.2040,2114.44,8886.01,2114.44,8886.01
2025-07-10T03:00:00+03:00,111199.80,111548.30,110834.60,111186.10,23565.9160,8886.01,9192.85,8886.01,9192.85
2025-07-10T11:00:00+03:00,111186.20,111370.30,110432.20,111350.00,41853.8890,9192.85,9192.85,7736.54,7736.54
2025-07-10T19:00:00+03:00,111350.00,117500.00,111267.70,115979.20,160150.4080,7736.54,21733.30,7736.54,21733.30
2025-07-11T03:00:00+03:00,115979.20,118395.90,115186.70,117522.70,87075.0270,21733.30,23887.03,21733.30,23887.03
2025-07-11T11:00:00+03:00,117522.70,118882.80,116725.10,116910.30,72701.2590,23887.03,23887.03,23214.59,23214.59
2025-07-11T19:00:00+03:00,116910.30,118128.00,116611.10,117500.00,40043.0710,23214.59,23483.33,23214.59,23483.33
2025-07-12T03:00:00+03:00,117500.00,118036.70,117055.00,117689.70,18251.6340,23483.33,23483.33,23066.64,23066.64
2025-07-12T11:00:00+03:00,117689.60,118176.90,116862.40,117075.60,31192.4070,23066.64,23066.64,22089.69,22089.69
2025-07-12T19:00:00+03:00,117075.60,117609.40,116960.00,117389.30,14278.4310,22089.69,22548.92,22089.69,22548.92
2025-07-13T03:00:00+03:00,117389.40,118040.80,117164.30,117950.00,14488.9590,22548.92,23316.20,22548.92,23316.20
2025-07-13T11:00:00+03:00,117950.00,119655.00,117641.30,118610.60,45352.7010,23316.20,24452.75,23316.20,24452.75
2025-07-13T19:00:00+03:00,118610.60,119454.90,118197.70,119038.30,30210.7210,24452.75,24452.75,24116.21,24116.21
2025-07-14T03:00:00+03:00,119038.30,123300.00,118862.60,122731.00,99239.8850,24116.21,31884.68,24116.21,31884.68
2025-07-14T11:00:00+03:00,122731.00,122772.70,119590.90,119863.10,77025.4430,31884.68,31884.68,28589.59,28589.59
2025-07-14T19:00:00+03:00,119863.10,120510.90,119200.00,119816.50,45290.7920,28589.59,30229.43,28589.59,30229.43
2025-07-15T03:00:00+03:00,119816.50,119919.40,116227.00,116777.10,101685.1500,30229.43,30229.43,26730.81,26730.81
2025-07-15T11:00:00+03:00,116777.10,118499.80,115678.10,116393.00,102964.5360,26730.81,26730.81,24444.87,24444.87
2025-07-15T19:00:00+03:00,116393.10,117965.60,116050.00,117738.50,65327.7600,24444.87,24444.87,23146.99,23146.99
2025-07-16T03:00:00+03:00,117738.60,118297.10,117017.10,118181.20,31573.9480,23146.99,23281.78,23146.99,23281.78
2025-07-16T11:00:00+03:00,118181.20,119786.70,118113.60,119056.00,77767.0480,23281.78,23613.04,23281.78,23613.04
2025-07-16T19:00:00+03:00,119055.90,120100.00,118359.40,118590.70,49824.9520,23613.04,23613.04,23328.14,23328.14
2025-07-17T03:00:00+03:00,118590.70,119151.30,117663.60,118293.90,40185.5050,23328.14,23328.14,21976.90,21976.90
2025-07-17T11:00:00+03:00,118293.80,119216.40,117412.80,118875.00,53010.0830,21976.90,21976.90,21086.94,21086.94
2025-07-17T19:00:00+03:00,118875.00,120951.50,118293.60,119176.60,71078.8130,21086.94,24118.27,21086.94,24118.27
2025-07-18T03:00:00+03:00,119176.50,120846.10,119003.80,119356.60,44485.3360,24118.27,24220.72,24118.27,24220.72
2025-07-18T11:00:00+03:00,119356.50,119519.80,117230.70,117830.00,73580.3630,24220.72,24220.72,20978.74,20978.74
2025-07-18T19:00:00+03:00,117830.10,118053.50,116788.90,117896.40,44181.2070,20978.74,20978.74,19415.42,19415.42
2025-07-19T03:00:00+03:00,117896.50,118340.70,117588.00,118135.00,15544.1970,19415.42,19415.42,18386.84,18386.84
2025-07-19T11:00:00+03:00,118134.90,118456.00,117615.30,118025.60,19064.2920,18386.84,18386.84,17204.35,17204.35
